x,y,z,r,g,b,nx,ny,nz
496456,5.42099e+006,301.32,0.8,0.8,0.8,-0.186064,-0.0629818,0.980517
497102,5.42141e+006,292.58,0.8,0.8,0.8,-0.118977,0.123508,-0.985185
496954,5.42144e+006,291.79,0.8,0.8,0.8,0.107657,0.0835785,-0.990669
497161,5.42097e+006,303.47,0.8,0.8,0.8,0.0785303,0.541872,0.836784
497040,5.42094e+006,308.16,0.8,0.8,0.8,0.364686,-0.463191,0.807749
497866,5.42143e+006,300.05,0.8,0.8,0.8,0.00741216,0.0288077,-0.999557
497351,5.4215e+006,306.76,0.8,0.8,0.8,0.0148577,0.0208791,-0.999672
496827,5.4212e+006,296.74,0.8,0.8,0.8,0.322213,0.529333,0.784847
497729,5.42124e+006,311.68,0.8,0.8,0.8,0.259323,0.130483,0.956936
496438,5.42155e+006,294.13,0.8,0.8,0.8,-0.0366376,0.0520537,-0.997972
497661,5.42108e+006,323.55,0.8,0.8,0.8,-0.0323023,0.0470388,0.998371
496877,5.42105e+006,307.67,0.8,0.8,0.8,0.189997,-0.368713,0.909919
496371,5.421e+006,300.35,0.8,0.8,0.8,-0.0208974,0.0068504,0.999758
496833,5.42076e+006,320.42,0.8,0.8,0.8,0.463943,0.0241293,-0.885536
497832,5.42111e+006,325.52,0.8,0.8,0.8,-0.0188659,0.0720287,0.997224
497475,5.42115e+006,302.84,0.8,0.8,0.8,-0.00858495,-0.0139486,0.999866
497399,5.42095e+006,312.22,0.8,0.8,0.8,0.37785,-0.0868505,0.921784
496645,5.42128e+006,283.62,0.8,0.8,0.8,0.359148,-0.419893,0.833488
497093,5.42142e+006,294.78,0.8,0.8,0.8,0.0906716,-0.0437571,-0.994919
497145,5.42108e+006,295.02,0.8,0.8,0.8,-0.0257774,0.0467497,0.998574
496819,5.42162e+006,285.93,0.8,0.8,0.8,0.321252,0.154057,-0.934379
497241,5.42159e+006,306.51,0.8,0.8,0.8,-0.0600765,-0.0459962,-0.997134
496845,5.42113e+006,299.08,0.8,0.8,0.8,-0.0157246,0.0655563,0.997725
497613,5.42109e+006,321.32,0.8,0.8,0.8,-0.0827389,0.117582,0.98961
497863,5.42114e+006,324.12,0.8,0.8,0.8,-0.0211086,0.0625884,0.997816
496810,5.42155e+006,280.28,0.8,0.8,0.8,0.0419919,-0.0577657,-0.997447
497046,5.42172e+006,291.32,0.8,0.8,0.8,-0.0044855,-0.0711123,-0.997458
497361,5.42098e+006,318.53,0.8,0.8,0.8,0.451989,-0.538164,0.711396
497275,5.42179e+006,295.29,0.8,0.8,0.8,0.0715724,-0.175275,-0.981915
496442,5.42141e+006,282.27,0.8,0.8,0.8,-0.0492497,0.113645,-0.9923
497919,5.42095e+006,332.46,0.8,0.8,0.8,-0.0307796,0.0251096,0.999211
496453,5.4215e+006,290.68,0.8,0.8,0.8,-0.026128,0.0695494,-0.997236
496655,5.42109e+006,905.9,0.8,0.8,0.8,0.408472,0.0931007,-0.908011
496522,5.42106e+006,321.32,0.8,0.8,0.8,-0.216131,0.969223,0.117878
497591,5.4212e+006,312.64,0.8,0.8,0.8,-0.0294272,0.00188674,0.999565
497876,5.42145e+006,300.69,0.8,0.8,0.8,-0.0014423,0.0367236,-0.999324
497465,5.42142e+006,301.78,0.8,0.8,0.8,-0.00466861,0.14083,-0.990023
496444,5.4212e+006,286.6,0.8,0.8,0.8,-0.0270961,0.0770487,0.996659
496718,5.42137e+006,282.26,0.8,0.8,0.8,-0.346871,-0.036606,-0.937198
497039,5.4215e+006,327.43,0.8,0.8,0.8,0.617638,0.202495,0.759947
496870,5.42086e+006,308.8,0.8,0.8,0.8,-0.0624045,0.0195158,0.99786
497653,5.42124e+006,307.84,0.8,0.8,0.8,-0.0445342,0.118787,0.991921
497128,5.42091e+006,303.3,0.8,0.8,0.8,0.497218,-0.13962,0.856318
497818,5.42142e+006,299.41,0.8,0.8,0.8,0.00196238,0.0376819,-0.999288
496434,5.42103e+006,300.35,0.8,0.8,0.8,-0.005999,0.051766,0.998641
496901,5.4211e+006,298.58,0.8,0.8,0.8,0.302943,-0.260239,0.916789
496413,5.42105e+006,299.79,0.8,0.8,0.8,0.20089,0.0141033,0.979512
497656,5.42128e+006,304.11,0.8,0.8,0.8,-0.0362797,0.0970066,0.994622
496721,5.42145e+006,287.78,0.8,0.8,0.8,0.123549,-0.0867573,-0.988539
497903,5.42166e+006,311.82,0.8,0.8,0.8,0.00182362,0.00318098,-0.999993
496816,5.42155e+006,874.34,0.8,0.8,0.8,-0.779016,0.418157,-0.467204
496848,5.4214e+006,305.32,0.8,0.8,0.8,0.324422,-0.348749,-0.879275
497066,5.42102e+006,301.01,0.8,0.8,0.8,0.618367,-0.147626,0.7719
497457,5.42104e+006,316.34,0.8,0.8,0.8,-0.0508343,0.0195979,0.998515
496940,5.42171e+006,302.68,0.8,0.8,0.8,-0.177487,-0.375046,-0.909857
496819,5.42161e+006,279.88,0.8,0.8,0.8,-0.0128182,-0.0126643,-0.999838
496938,5.42163e+006,297.53,0.8,0.8,0.8,-0.269041,-0.233967,-0.934279
497427,5.42113e+006,310.07,0.8,0.8,0.8,-0.0596862,0.0748985,0.995403
497133,5.42147e+006,297.47,0.8,0.8,0.8,-0.0466294,-0.0216867,-0.998677
496434,5.42076e+006,307.29,0.8,0.8,0.8,0.182474,-0.144152,-0.972586
497498,5.4217e+006,306.38,0.8,0.8,0.8,0.0156078,-0.0675039,-0.997597
496994,5.42175e+006,283.22,0.8,0.8,0.8,0.101349,-0.208777,-0.972697
496952,5.42159e+006,296.78,0.8,0.8,0.8,0.319475,0.416073,-0.851363
497918,5.421e+006,349.59,0.8,0.8,0.8,0.379084,-0.00431448,-0.925352
496795,5.42151e+006,286.37,0.8,0.8,0.8,-0.0824178,-0.75145,-0.654622
496407,5.42111e+006,294.88,0.8,0.8,0.8,-0.0147416,0.0996503,0.994913
497008,5.42089e+006,309.05,0.8,0.8,0.8,-0.568643,0.327803,0.754447
496427,5.42136e+006,280.42,0.8,0.8,0.8,-0.0651054,-0.0206812,-0.997664
496594,5.42086e+006,316.99,0.8,0.8,0.8,0.0802488,0.953061,-0.29195
496453,5.42126e+006,278.77,0.8,0.8,0.8,0.186707,0.716775,0.671844
496575,5.42169e+006,286.86,0.8,0.8,0.8,-0.0278728,0.0577017,-0.997945
496374,5.42108e+006,888.45,0.8,0.8,0.8,0.657024,0.22748,-0.71873
497398,5.42087e+006,312.64,0.8,0.8,0.8,-0.0648047,0.0794957,0.994726
497300,5.42077e+006,322.52,0.8,0.8,0.8,-0.0794643,0.197265,-0.977124
497565,5.42098e+006,321.36,0.8,0.8,0.8,-0.0363446,0.00882449,0.9993
497594,5.42171e+006,307.72,0.8,0.8,0.8,0.0184502,-0.0630962,-0.997837
497927,5.42096e+006,332.53,0.8,0.8,0.8,-0.0129936,0.00456336,0.999905
497676,5.4212e+006,314.67,0.8,0.8,0.8,-0.0147591,-0.00518773,0.999878
496550,5.42155e+006,289.65,0.8,0.8,0.8,-0.0794261,0.0116973,-0.996772
497211,5.42092e+006,304.44,0.8,0.8,0.8,-0.216391,0.155838,0.963789
497791,5.42086e+006,329.07,0.8,0.8,0.8,-0.0138173,-0.0171458,0.999758
496925,5.42153e+006,293.47,0.8,0.8,0.8,0.0175523,0.0154869,-0.999726
496607,5.42157e+006,283.84,0.8,0.8,0.8,-0.179566,0.00642893,-0.983725
497772,5.42103e+006,327.46,0.8,0.8,0.8,-0.0334274,0.0244878,0.999141
496538,5.42102e+006,302,0.8,0.8,0.8,-0.0422629,-0.323965,0.945125
496902,5.42137e+006,303.27,0.8,0.8,0.8,0.324765,0.899075,-0.293584
497118,5.42093e+006,302.66,0.8,0.8,0.8,0.110116,0.145193,0.983257
496802,5.42113e+006,298.28,0.8,0.8,0.8,0.00256617,0.066724,0.997768
497374,5.42141e+006,298.76,0.8,0.8,0.8,0.0214443,0.170387,-0.985144
497774,5.42159e+006,311.83,0.8,0.8,0.8,0.00468011,0.00944078,-0.999945
497063,5.42126e+006,285.63,0.8,0.8,0.8,0.00639236,0.0802314,0.996756
496636,5.42108e+006,886.17,0.8,0.8,0.8,-0.298284,0.0219254,0.954225
496642,5.4212e+006,296.35,0.8,0.8,0.8,0.00286411,0.713934,0.700207
497942,5.42173e+006,310.92,0.8,0.8,0.8,0.000783305,-0.0238874,-0.999714
496849,5.42149e+006,290.08,0.8,0.8,0.8,0.185528,-0.359859,-0.914375
496406,5.42087e+006,303.12,0.8,0.8,0.8,0.431363,0.150138,0.889598
497691,5.42155e+006,311.49,0.8,0.8,0.8,-0.00503401,0.0356746,-0.999351
496592,5.42143e+006,277.68,0.8,0.8,0.8,-0.266203,0.228387,-0.93647
497288,5.42127e+006,332.74,0.8,0.8,0.8,0.492611,-0.0745694,-0.867049
496808,5.42126e+006,288.52,0.8,0.8,0.8,-0.140991,0.191421,0.971329
496528,5.42155e+006,291.26,0.8,0.8,0.8,-0.0278271,0.0450986,-0.998595
497252,5.42109e+006,300.58,0.8,0.8,0.8,-0.0720751,0.0496978,0.99616
496669,5.42137e+006,272.85,0.8,0.8,0.8,-0.259523,-0.125733,-0.957517
497740,5.42164e+006,311.54,0.8,0.8,0.8,0.00263401,-0.0150973,-0.999883
496714,5.42162e+006,282.18,0.8,0.8,0.8,0.0702031,0.0505161,-0.996253
497288,5.42076e+006,321.99,0.8,0.8,0.8,0.60052,-0.142022,-0.786896
497152,5.42104e+006,305.23,0.8,0.8,0.8,0.389118,-0.377981,0.84007
497529,5.42179e+006,301.2,0.8,0.8,0.8,-0.578686,0.031747,-0.814932
496505,5.42092e+006,307.09,0.8,0.8,0.8,-0.174392,-0.232797,0.956762
496736,5.4214e+006,289.46,0.8,0.8,0.8,-0.0603887,0.0316816,-0.997672
496386,5.42108e+006,296.55,0.8,0.8,0.8,0.104737,-0.0849768,0.990863
497472,5.42152e+006,308.67,0.8,0.8,0.8,0.0285344,0.0325326,-0.999063
496475,5.42148e+006,297.72,0.8,0.8,0.8,-0.885411,-0.0796726,-0.45793
497179,5.42084e+006,312.41,0.8,0.8,0.8,0.585916,-0.801032,-0.12268
497231,5.42158e+006,304.15,0.8,0.8,0.8,0.066451,0.0642009,-0.995722
496597,5.42164e+006,284.29,0.8,0.8,0.8,-0.0661254,-0.00649204,-0.99779
496947,5.42158e+006,882.35,0.8,0.8,0.8,-0.102826,0.990079,0.0957599
497847,5.42093e+006,330.6,0.8,0.8,0.8,-0.0215461,-0.0160597,0.999639
497179,5.42078e+006,312.88,0.8,0.8,0.8,0.31949,-0.057389,-0.94585
497236,5.42093e+006,306.97,0.8,0.8,0.8,0.675862,-0.127442,0.725926
497685,5.42114e+006,319.7,0.8,0.8,0.8,-0.0127315,0.0645117,0.997836
496443,5.4211e+006,897,0.8,0.8,0.8,-0.284352,0.958668,-0.00996399
497111,5.42129e+006,285.28,0.8,0.8,0.8,-0.0250059,0.0367141,0.999013
497611,5.42097e+006,323.15,0.8,0.8,0.8,-0.0379302,0.00393452,0.999273
496721,5.42137e+006,291.31,0.8,0.8,0.8,-0.262603,0.846815,-0.462541
497495,5.42122e+006,306.84,0.8,0.8,0.8,-0.298287,-0.458491,0.837144
496511,5.42118e+006,291.27,0.8,0.8,0.8,-0.0304829,0.0888968,0.995574
497139,5.42093e+006,306.02,0.8,0.8,0.8,0.415247,-0.400333,0.816887
496566,5.42175e+006,291.49,0.8,0.8,0.8,0.0121666,0.0829899,-0.996476
496807,5.42148e+006,294.92,0.8,0.8,0.8,-0.743435,0.361546,-0.562662
496883,5.42128e+006,291.88,0.8,0.8,0.8,-0.169956,0.701249,0.692362
497077,5.42139e+006,292.04,0.8,0.8,0.8,0.0365213,0.389378,-0.920354
497629,5.42097e+006,323.9,0.8,0.8,0.8,-0.0367823,0.0043256,0.999314
497105,5.42165e+006,304.99,0.8,0.8,0.8,-0.439815,0.591868,-0.675466
497113,5.42142e+006,293.16,0.8,0.8,0.8,0.0161906,0.0315573,-0.999371
496542,5.4211e+006,297.93,0.8,0.8,0.8,0.00138963,-0.0670908,0.997746
497198,5.42127e+006,288.54,0.8,0.8,0.8,-0.0429194,0.0762462,0.996165
496509,5.42111e+006,301,0.8,0.8,0.8,0.0701569,-0.103135,0.99219
497277,5.42108e+006,302.92,0.8,0.8,0.8,-0.0784981,0.0253554,0.996592
496889,5.42092e+006,309.84,0.8,0.8,0.8,0.696907,-0.271483,0.663791
496603,5.42101e+006,305.52,0.8,0.8,0.8,-0.0934594,-0.889965,0.446349
496794,5.42176e+006,298.17,0.8,0.8,0.8,-0.0286019,-0.0241029,-0.9993
497885,5.42103e+006,329.9,0.8,0.8,0.8,-0.00922999,0.029321,0.999527
496460,5.42171e+006,295.67,0.8,0.8,0.8,-0.0730495,0.0526268,-0.995939
497083,5.42087e+006,307.91,0.8,0.8,0.8,0.207278,0.292825,0.933429
497513,5.4209e+006,318.22,0.8,0.8,0.8,-0.0612282,-0.0277466,0.997738
496390,5.42125e+006,284.07,0.8,0.8,0.8,-0.391729,0.602184,0.695646
496821,5.42095e+006,313.09,0.8,0.8,0.8,-0.3932,0.833346,-0.388495
496880,5.42165e+006,296.37,0.8,0.8,0.8,0.26124,0.152624,-0.953132
497491,5.4211e+006,315.75,0.8,0.8,0.8,-0.0954242,-0.0640114,0.993376
496841,5.42141e+006,303.12,0.8,0.8,0.8,-0.312887,-0.224105,-0.922973
497752,5.42111e+006,323.4,0.8,0.8,0.8,-0.0246951,0.0602119,0.99788
496674,5.42102e+006,307.17,0.8,0.8,0.8,0.0164918,-0.0643866,0.997789
497331,5.42105e+006,314.29,0.8,0.8,0.8,0.144362,0.491386,0.858894
497359,5.42177e+006,297.44,0.8,0.8,0.8,0.0172166,-0.0497305,-0.998614
496837,5.42119e+006,294.27,0.8,0.8,0.8,-0.125106,0.0208952,0.991923
496815,5.4209e+006,305.15,0.8,0.8,0.8,0.117087,0.572223,0.811697
497369,5.42173e+006,300.43,0.8,0.8,0.8,0.0359023,-0.0767698,-0.996402
496823,5.42122e+006,292.91,0.8,0.8,0.8,0.0559811,-0.200239,0.978146
496983,5.42178e+006,276.57,0.8,0.8,0.8,-0.222094,-0.0679069,-0.972658
497653,5.42167e+006,310.32,0.8,0.8,0.8,0.0157248,-0.026205,-0.999533
496936,5.42142e+006,301.5,0.8,0.8,0.8,-0.38447,0.0844697,-0.919265
497840,5.42153e+006,307.51,0.8,0.8,0.8,-0.0321706,0.0808733,-0.996205
497532,5.42086e+006,318.38,0.8,0.8,0.8,-0.0435189,-0.0343157,0.998463
496429,5.42099e+006,301.4,0.8,0.8,0.8,6.55396e-005,0.00268637,0.999996
496391,5.42156e+006,885.32,0.8,0.8,0.8,0.105445,-0.207713,-0.97249
497780,5.42101e+006,328.48,0.8,0.8,0.8,-0.0351126,0.045226,0.99836
497491,5.42172e+006,304.7,0.8,0.8,0.8,0.21062,0.0783936,-0.97442
497321,5.42158e+006,306.74,0.8,0.8,0.8,0.0154597,0.00619561,-0.999861
496388,5.42096e+006,301.36,0.8,0.8,0.8,-0.329082,0.179932,0.927
496537,5.42124e+006,296.91,0.8,0.8,0.8,-0.335736,0.849116,0.407779
496867,5.42108e+006,302.14,0.8,0.8,0.8,-0.0195256,0.20268,0.97905
497710,5.42103e+006,352.36,0.8,0.8,0.8,0.263882,-0.11728,-0.957398
497503,5.42156e+006,310.06,0.8,0.8,0.8,0.0107971,0.0149311,-0.99983
496900,5.42145e+006,313.66,0.8,0.8,0.8,0.411091,-0.142103,-0.90045
496969,5.42166e+006,301.89,0.8,0.8,0.8,-0.186951,-0.103703,-0.97688
497741,5.42104e+006,347.87,0.8,0.8,0.8,0.234915,0.96381,-0.126038
497362,5.42173e+006,299.97,0.8,0.8,0.8,0.0428422,-0.0767239,-0.996132
